Episode Title,Episode URL,Reference
JavaScript is not available.,https://twitter.com/share?url=https://www.b9.com.br/shows/naruhodo/naruhodo-398-jejum-intermitente-funciona/&via=brains9&text=Naruhodo #398 – Jejum intermitente funciona?,
Por que ficamos entediados?,https://www.b9.com.br/shows/naruhodo/naruhodo-397-por-que-ficamos-entediados/,"Oeste Outra Vez
Cinemático"
Por que ficamos entediados?,https://www.b9.com.br/shows/naruhodo/naruhodo-397-por-que-ficamos-entediados/,"Chico Bento e a Goiabeira Maraviosa
Cinemático"
Por que ficamos entediados?,https://www.b9.com.br/shows/naruhodo/naruhodo-397-por-que-ficamos-entediados/,"Entrevista #39: Mila Massuda
Naruhodo!"
Por que ficamos entediados?,https://www.b9.com.br/shows/naruhodo/naruhodo-397-por-que-ficamos-entediados/,"2020, o ano que nunca acabou
Braincast"
Por que ficamos entediados?,https://www.b9.com.br/shows/naruhodo/naruhodo-397-por-que-ficamos-entediados/,"Ruptura [S2]
Cinemático"
Facebook,https://www.facebook.com/sharer.php?u=https://www.b9.com.br/shows/naruhodo/naruhodo-397-por-que-ficamos-entediados/,
JavaScript is not available.,https://twitter.com/share?url=https://www.b9.com.br/shows/naruhodo/naruhodo-397-por-que-ficamos-entediados/&via=brains9&text=Naruhodo #397 – Por que ficamos entediados?,
O que fazer frente ao aquecimento global?,https://www.b9.com.br/shows/naruhodo/naruhodo-396-o-que-fazer-frente-ao-aquecimento-global/,"Estamos passando pano pra IA?
Braincast"
O que fazer frente ao aquecimento global?,https://www.b9.com.br/shows/naruhodo/naruhodo-396-o-que-fazer-frente-ao-aquecimento-global/,"Oeste Outra Vez
Cinemático"
O que fazer frente ao aquecimento global?,https://www.b9.com.br/shows/naruhodo/naruhodo-396-o-que-fazer-frente-ao-aquecimento-global/,"Chico Bento e a Goiabeira Maraviosa
Cinemático"
O que fazer frente ao aquecimento global?,https://www.b9.com.br/shows/naruhodo/naruhodo-396-o-que-fazer-frente-ao-aquecimento-global/,"Entrevista #39: Mila Massuda
Naruhodo!"
O que fazer frente ao aquecimento global?,https://www.b9.com.br/shows/naruhodo/naruhodo-396-o-que-fazer-frente-ao-aquecimento-global/,"2020, o ano que nunca acabou
Braincast"
Facebook,https://www.facebook.com/sharer.php?u=https://www.b9.com.br/shows/naruhodo/naruhodo-396-o-que-fazer-frente-ao-aquecimento-global/,
JavaScript is not available.,https://twitter.com/share?url=https://www.b9.com.br/shows/naruhodo/naruhodo-396-o-que-fazer-frente-ao-aquecimento-global/&via=brains9&text=Naruhodo #396 – O que fazer frente ao aquecimento global?,
O que é força de vontade?,https://www.b9.com.br/shows/naruhodo/naruhodo-395-o-que-e-forca-de-vontade/,"Estamos passando pano pra IA?
Braincast"
O que é força de vontade?,https://www.b9.com.br/shows/naruhodo/naruhodo-395-o-que-e-forca-de-vontade/,"Oeste Outra Vez
Cinemático"
O que é força de vontade?,https://www.b9.com.br/shows/naruhodo/naruhodo-395-o-que-e-forca-de-vontade/,"Chico Bento e a Goiabeira Maraviosa
Cinemático"
O que é força de vontade?,https://www.b9.com.br/shows/naruhodo/naruhodo-395-o-que-e-forca-de-vontade/,"Entrevista #39: Mila Massuda
Naruhodo!"
O que é força de vontade?,https://www.b9.com.br/shows/naruhodo/naruhodo-395-o-que-e-forca-de-vontade/,"2020, o ano que nunca acabou
Braincast"
Facebook,https://www.facebook.com/sharer.php?u=https://www.b9.com.br/shows/naruhodo/naruhodo-395-o-que-e-forca-de-vontade/,
JavaScript is not available.,https://twitter.com/share?url=https://www.b9.com.br/shows/naruhodo/naruhodo-395-o-que-e-forca-de-vontade/&via=brains9&text=Naruhodo #395 – O que é força de vontade?,
A psicologia positiva tem validade científica? - Parte 2 de 2,https://www.b9.com.br/shows/naruhodo/naruhodo-394-a-psicologia-positiva-tem-validade-cientifica-parte-2-de-2/,"Estamos passando pano pra IA?
Braincast"
A psicologia positiva tem validade científica? - Parte 2 de 2,https://www.b9.com.br/shows/naruhodo/naruhodo-394-a-psicologia-positiva-tem-validade-cientifica-parte-2-de-2/,"Oeste Outra Vez
Cinemático"
A psicologia positiva tem validade científica? - Parte 2 de 2,https://www.b9.com.br/shows/naruhodo/naruhodo-394-a-psicologia-positiva-tem-validade-cientifica-parte-2-de-2/,"Chico Bento e a Goiabeira Maraviosa
Cinemático"
A psicologia positiva tem validade científica? - Parte 2 de 2,https://www.b9.com.br/shows/naruhodo/naruhodo-394-a-psicologia-positiva-tem-validade-cientifica-parte-2-de-2/,"Entrevista #39: Mila Massuda
Naruhodo!"
A psicologia positiva tem validade científica? - Parte 2 de 2,https://www.b9.com.br/shows/naruhodo/naruhodo-394-a-psicologia-positiva-tem-validade-cientifica-parte-2-de-2/,"2020, o ano que nunca acabou
Braincast"
Facebook,https://www.facebook.com/sharer.php?u=https://www.b9.com.br/shows/naruhodo/naruhodo-394-a-psicologia-positiva-tem-validade-cientifica-parte-2-de-2/,
JavaScript is not available.,https://twitter.com/share?url=https://www.b9.com.br/shows/naruhodo/naruhodo-394-a-psicologia-positiva-tem-validade-cientifica-parte-2-de-2/&via=brains9&text=Naruhodo #394 – A psicologia positiva tem validade científica? – Parte 2 de 2,
A psicologia positiva tem validade científica? - Parte 1 de 2,https://www.b9.com.br/shows/naruhodo/naruhodo-393-a-psicologia-positiva-tem-validade-cientifica-parte-1-de-2/,"Oeste Outra Vez
Cinemático"
A psicologia positiva tem validade científica? - Parte 1 de 2,https://www.b9.com.br/shows/naruhodo/naruhodo-393-a-psicologia-positiva-tem-validade-cientifica-parte-1-de-2/,"Chico Bento e a Goiabeira Maraviosa
Cinemático"
A psicologia positiva tem validade científica? - Parte 1 de 2,https://www.b9.com.br/shows/naruhodo/naruhodo-393-a-psicologia-positiva-tem-validade-cientifica-parte-1-de-2/,"Entrevista #39: Mila Massuda
Naruhodo!"
A psicologia positiva tem validade científica? - Parte 1 de 2,https://www.b9.com.br/shows/naruhodo/naruhodo-393-a-psicologia-positiva-tem-validade-cientifica-parte-1-de-2/,"2020, o ano que nunca acabou
Braincast"
A psicologia positiva tem validade científica? - Parte 1 de 2,https://www.b9.com.br/shows/naruhodo/naruhodo-393-a-psicologia-positiva-tem-validade-cientifica-parte-1-de-2/,"Ruptura [S2]
Cinemático"
Facebook,https://www.facebook.com/sharer.php?u=https://www.b9.com.br/shows/naruhodo/naruhodo-393-a-psicologia-positiva-tem-validade-cientifica-parte-1-de-2/,
JavaScript is not available.,https://twitter.com/share?url=https://www.b9.com.br/shows/naruhodo/naruhodo-393-a-psicologia-positiva-tem-validade-cientifica-parte-1-de-2/&via=brains9&text=Naruhodo #393 – A psicologia positiva tem validade científica? – Parte 1 de 2,
Sentimos atração por pessoas parecidas com a gente?,https://www.b9.com.br/shows/naruhodo/naruhodo-392-sentimos-atracao-por-pessoas-parecidas-com-a-gente/,"Estamos passando pano pra IA?
Braincast"
Sentimos atração por pessoas parecidas com a gente?,https://www.b9.com.br/shows/naruhodo/naruhodo-392-sentimos-atracao-por-pessoas-parecidas-com-a-gente/,"Oeste Outra Vez
Cinemático"
Sentimos atração por pessoas parecidas com a gente?,https://www.b9.com.br/shows/naruhodo/naruhodo-392-sentimos-atracao-por-pessoas-parecidas-com-a-gente/,"Chico Bento e a Goiabeira Maraviosa
Cinemático"
Sentimos atração por pessoas parecidas com a gente?,https://www.b9.com.br/shows/naruhodo/naruhodo-392-sentimos-atracao-por-pessoas-parecidas-com-a-gente/,"Entrevista #39: Mila Massuda
Naruhodo!"
Sentimos atração por pessoas parecidas com a gente?,https://www.b9.com.br/shows/naruhodo/naruhodo-392-sentimos-atracao-por-pessoas-parecidas-com-a-gente/,"2020, o ano que nunca acabou
Braincast"
Facebook,https://www.facebook.com/sharer.php?u=https://www.b9.com.br/shows/naruhodo/naruhodo-392-sentimos-atracao-por-pessoas-parecidas-com-a-gente/,
JavaScript is not available.,https://twitter.com/share?url=https://www.b9.com.br/shows/naruhodo/naruhodo-392-sentimos-atracao-por-pessoas-parecidas-com-a-gente/&via=brains9&text=Naruhodo #392 – Sentimos atração por pessoas parecidas com a gente?,
Por que sentimos inveja?,https://www.b9.com.br/shows/naruhodo/naruhodo-391-por-que-sentimos-inveja/,"Estamos passando pano pra IA?
Braincast"
Por que sentimos inveja?,https://www.b9.com.br/shows/naruhodo/naruhodo-391-por-que-sentimos-inveja/,"Oeste Outra Vez
Cinemático"
Por que sentimos inveja?,https://www.b9.com.br/shows/naruhodo/naruhodo-391-por-que-sentimos-inveja/,"Chico Bento e a Goiabeira Maraviosa
Cinemático"
Por que sentimos inveja?,https://www.b9.com.br/shows/naruhodo/naruhodo-391-por-que-sentimos-inveja/,"Entrevista #39: Mila Massuda
Naruhodo!"
Por que sentimos inveja?,https://www.b9.com.br/shows/naruhodo/naruhodo-391-por-que-sentimos-inveja/,"2020, o ano que nunca acabou
Braincast"
Facebook,https://www.facebook.com/sharer.php?u=https://www.b9.com.br/shows/naruhodo/naruhodo-391-por-que-sentimos-inveja/,
JavaScript is not available.,https://twitter.com/share?url=https://www.b9.com.br/shows/naruhodo/naruhodo-391-por-que-sentimos-inveja/&via=brains9&text=Naruhodo #391 – Por que sentimos inveja?,
Your connection was interrupted,https://www.b9.com.br/shows/naruhodo/naruhodo-390-fazer-compras-para-si-mesma-melhora-o-humor/,
Facebook,https://www.facebook.com/sharer.php?u=https://www.b9.com.br/shows/naruhodo/naruhodo-390-fazer-compras-para-si-mesma-melhora-o-humor/,
